row_id	arm	choice	p_consistent	p_contradicted	p_not_checkable	confidence	baseline
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.releaseBuilderAndTakePending()	real	consistent	0.840	0.090	0.070	0.760	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.releaseBuilderAndTakePending()	swapped	not_checkable	0.240	0.310	0.450	0.180	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.releaseChannelSlot(Subscription<?>)	real	consistent	0.750	0.030	0.220	0.620	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.releaseChannelSlot(Subscription<?>)	swapped	not_checkable	0.010	0.140	0.850	0.780	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.requestFingerprint(String)	real	contradicted	0.200	0.770	0.030	0.660	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.requestFingerprint(String)	swapped	consistent	0.400	0.200	0.400	0.100	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedCancellationTombstones()	real	consistent	0.700	0.090	0.210	0.540	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedCancellationTombstones()	swapped	contradicted	0.180	0.480	0.340	0.220	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedExceptionSubscribers()	real	not_checkable	0.120	0.020	0.860	0.790	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedExceptionSubscribers()	swapped	not_checkable	0.170	0.200	0.630	0.450	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedOrdinalEntries()	real	consistent	0.460	0.360	0.180	0.190	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedOrdinalEntries()	swapped	not_checkable	0.000	0.000	1.000	0.990	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedRegistrations()	real	consistent	0.840	0.040	0.120	0.770	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retainedRegistrations()	swapped	not_checkable	0.300	0.040	0.660	0.480	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retireConnection(WebSocket)	real	consistent	0.890	0.080	0.030	0.830	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.retireConnection(WebSocket)	swapped	not_checkable	0.250	0.050	0.700	0.550	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.runLoop(long)	real	consistent	0.720	0.170	0.110	0.590	0.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.runLoop(long)	swapped	not_checkable	0.060	0.430	0.510	0.270	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.scheduleBuild(long, long, CompletableFuture<WebSocket>, CompletableFuture<Void>)	real	contradicted	0.480	0.480	0.040	0.220	0.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.scheduleBuild(long, long, CompletableFuture<WebSocket>, CompletableFuture<Void>)	swapped	consistent	0.570	0.180	0.250	0.350	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.sendSubscription(Connection, Subscription<?>)	real	consistent	0.480	0.410	0.110	0.220	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.sendSubscription(Connection, Subscription<?>)	swapped	consistent	0.420	0.170	0.410	0.140	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.sendUnSubscriptionLockHeld(Connection, String, BigInteger, String)	real	consistent	0.890	0.110	0.000	0.820	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.sendUnSubscriptionLockHeld(Connection, String, BigInteger, String)	swapped	contradicted	0.330	0.460	0.210	0.200	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.skipToParams(JsonIterator, int)	real	consistent	0.920	0.030	0.050	0.880	0.750
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.skipToParams(JsonIterator, int)	swapped	not_checkable	0.000	0.000	1.000	0.990	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	real	consistent	0.760	0.220	0.020	0.640	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.staleSingletonId(Connection, Subscription<?>, BigInteger)	swapped	not_checkable	0.010	0.010	0.980	0.970	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.startBuild(long, CompletableFuture<WebSocket>)	real	consistent	0.520	0.250	0.230	0.290	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaJsonRpcWebsocket.java#SolanaJsonRpcWebsocket.startBuild(long, CompletableFuture<WebSocket>)	swapped	consistent	0.560	0.370	0.070	0.330	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.connectTimeout()	real	consistent	0.830	0.010	0.160	0.750	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.connectTimeout()	swapped	not_checkable	0.020	0.020	0.960	0.950	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.connectTimeout(long)	real	contradicted	0.290	0.360	0.350	0.040	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.connectTimeout(long)	swapped	not_checkable	0.020	0.260	0.720	0.580	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.keepAliveDelay()	real	not_checkable	0.170	0.010	0.820	0.720	0.333
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.keepAliveDelay()	swapped	not_checkable	0.350	0.040	0.610	0.410	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.keepAliveDelay(long)	real	contradicted	0.040	0.580	0.380	0.370	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.keepAliveDelay(long)	swapped	contradicted	0.060	0.490	0.450	0.230	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.subscriptionResendDelay()	real	not_checkable	0.440	0.030	0.530	0.290	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.subscriptionResendDelay()	swapped	not_checkable	0.200	0.150	0.650	0.470	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.subscriptionResendDelay(long)	real	contradicted	0.110	0.710	0.180	0.570	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket$Builder.subscriptionResendDelay(long)	swapped	not_checkable	0.020	0.480	0.500	0.250	0.667
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.keyedProgramSubscribe(String, PublicKey, List<Filter>, Consumer<AccountInfo<byte[]>>)	real	not_checkable	0.360	0.010	0.630	0.450	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.keyedProgramSubscribe(String, PublicKey, List<Filter>, Consumer<AccountInfo<byte[]>>)	swapped	contradicted	0.330	0.590	0.080	0.390	0.333
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.keyedProgramUnsubscribe(String)	real	contradicted	0.350	0.390	0.260	0.070	0.333
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.keyedProgramUnsubscribe(String)	swapped	not_checkable	0.020	0.430	0.550	0.320	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.lastMessageReceivedTimestamp()	real	consistent	0.940	0.040	0.020	0.910	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.lastMessageReceivedTimestamp()	swapped	not_checkable	0.000	0.010	0.990	0.980	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.subscribe(String, String, String, String, String, Function<JsonIterator, T>, Consumer<T>)	real	not_checkable	0.220	0.030	0.750	0.640	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocket.java#SolanaRpcWebsocket.subscribe(String, String, String, String, String, Function<JsonIterator, T>, Consumer<T>)	swapped	not_checkable	0.010	0.010	0.980	0.970	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.DEFAULT_CONNECT_TIMEOUT	real	contradicted	0.330	0.500	0.170	0.250	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.DEFAULT_CONNECT_TIMEOUT	swapped	contradicted	0.010	0.670	0.320	0.500	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.DEFAULT_MAX_MESSAGE_LENGTH	real	consistent	0.850	0.090	0.060	0.780	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.DEFAULT_MAX_MESSAGE_LENGTH	swapped	not_checkable	0.000	0.080	0.920	0.880	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.clock(NanoClock)	real	consistent	0.700	0.050	0.250	0.550	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.clock(NanoClock)	swapped	not_checkable	0.030	0.050	0.920	0.880	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.connectTimeout(long)	real	not_checkable	0.470	0.040	0.490	0.240	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.connectTimeout(long)	swapped	not_checkable	0.060	0.180	0.760	0.650	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.executorService(ExecutorService)	real	not_checkable	0.170	0.360	0.470	0.210	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.executorService(ExecutorService)	swapped	consistent	0.400	0.260	0.340	0.100	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.keepAliveDelay	real	consistent	0.610	0.110	0.280	0.420	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.keepAliveDelay	swapped	not_checkable	0.180	0.100	0.720	0.590	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.keepAliveDelay(long)	real	consistent	0.700	0.020	0.280	0.550	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.keepAliveDelay(long)	swapped	not_checkable	0.260	0.280	0.460	0.190	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.scheduler(ScheduledExecutorService)	real	not_checkable	0.290	0.340	0.370	0.040	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.scheduler(ScheduledExecutorService)	swapped	not_checkable	0.010	0.020	0.970	0.950	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.subscriptionResendDelay	real	not_checkable	0.200	0.150	0.650	0.480	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.subscriptionResendDelay	swapped	not_checkable	0.000	0.020	0.980	0.960	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.subscriptionResendDelay(long)	real	consistent	0.570	0.060	0.370	0.350	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/SolanaRpcWebsocketBuilder.java#SolanaRpcWebsocketBuilder.subscriptionResendDelay(long)	swapped	not_checkable	0.040	0.230	0.730	0.600	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Subscription.java#Subscription.NEVER	real	contradicted	0.210	0.560	0.230	0.340	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Subscription.java#Subscription.notificationMethod()	real	consistent	0.950	0.020	0.030	0.930	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.<init>(long, long, long)	real	consistent	0.560	0.020	0.420	0.330	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.<init>(long, long, long, long)	real	consistent	0.570	0.030	0.400	0.360	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.DEFAULT_KEEP_ALIVE_FACTOR	real	not_checkable	0.300	0.000	0.700	0.540	0.500
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.keepAliveFor(long)	real	not_checkable	0.410	0.100	0.490	0.230	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.keepAliveFor(long)	swapped	not_checkable	0.010	0.020	0.970	0.970	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.resendDelayFor(long, long)	real	contradicted	0.440	0.530	0.030	0.300	1.000
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/Timings.java#Timings.resendDelayFor(long, long)	swapped	not_checkable	0.210	0.100	0.690	0.540	1.000
